xid	pm	zhan	kind
212	17	永定路南口	1
212	24	老古城	2
212	20	岳各庄	1
212	8	岳各庄	2
212	26	看丹桥北	1
212	21	岳各庄桥北	1
212	19	郑常庄	1
212	1	石景山	1
212	18	沙窝桥西	1
212	17	吴庄	2
213	10	四季青桥北	2
213	11	远大路西口	2
213	12	远大路	2
213	13	远大路东口	2
213	36	育新小区	2
213	25	六道口	2
213	33	西三旗桥东	2
213	15	清华园	1
213	16	蓝旗营	1
213	17	中关园	1
213	18	中关村南	1
213	19	海淀黄庄北	1
213	24	长春桥东	1
213	4	田村	2
213	5	田村半壁店	2
213	6	五孔桥	2
213	7	定慧北桥	2
213	8	营慧寺	2
213	9	四季青桥南	2
213	21	蓝旗营	2
213	19	中关村南	2
213	17	人民大学	2
213	15	长春桥路	2
213	16	三义庙	2
213	39	廖公庄东站	1
213	1	廖公庄东站	2
213	2	什坊院	2
213	35	育新小区北口	2
213	32	清河小营桥南	2
213	31	清河	2
213	24	北京林业大学	2
213	23	清华东路西口	2
213	22	清华园	2
213	20	中关园	2
213	18	海淀黄庄北	2
213	14	长春桥东	2
213	26	静淑苑	2
213	27	石板房	2
213	28	学知园	2
213	29	马家沟	2
213	30	清河南镇	2
213	3	田村西口	2
213	34	邮政研究院	2
213	27	南坞	1
213	28	东冉村	1
213	29	四季青桥北	1
213	30	四季青桥南	1
213	31	营慧寺	1
213	32	定慧北桥	1
213	33	五孔桥	1
213	34	田村半壁店	1
213	35	田村	1
213	36	田村西口	1
213	37	沙石路口西	1
213	38	锦绣大地	1
213	1	育新小区	1
213	2	育新小区北口	1
213	3	邮政研究院	1
213	4	西三旗桥东	1
213	5	清河小营桥南	1
213	6	清河	1
213	7	学清路清河南镇	1
213	8	马家沟	1
213	9	学知园	1
213	10	石板房	1
213	11	静淑苑	1
213	12	六道口	1
213	13	北京林业大学	1
213	14	清华东路西口	1
213	26	远大路	1
213	25	远大路东口	1
213	23	长春桥路	1
213	22	三义庙	1
213	21	四通桥西	1
213	20	人民大学	1
214	4	王佐卫生院	1
214	5	西王佐北	1
214	11	大灰厂西站	1
214	10	大灰厂	1
214	3	丰台区李家坟	2
214	6	下庄	1
214	7	沙锅村南站	1
214	8	沙锅村	1
214	9	丰台区李家坟	1
214	1	云岗	1
214	2	南宫市场	1
214	3	王佐学校	1
214	1	大灰厂西站	2
214	4	沙锅村	2
214	6	下庄	2
214	2	大灰厂	2
214	5	沙锅村南站	2
214	7	西王佐北	2
214	8	王佐卫生院	2
214	9	王佐学校	2
214	10	南宫市场	2
214	11	云岗	2
216	13	南口	2
216	22	王峪沟	1
216	21	西峰山	1
216	23	瓦窑	1
216	24	高崖口乡	1
216	6	北流村	2
216	14	南口西站	1
216	15	南口马坊	1
216	4	王峪沟	2
216	1	昌平东关	1
216	19	旧县西站	2
216	20	旧县	2
216	18	陈庄	2
216	17	红泥沟	2
216	16	南口东大街	2
216	14	南口东站	2
216	15	南口东街	2
216	7	曹家庄	2
216	8	白房子	2
216	9	白房子东站	2
216	10	南口李庄	2
216	11	南口马坊	2
216	12	南口西站	2
216	3	昌平南大街	1
216	4	昌平西关	1
216	5	明皇蜡像宫	1
216	6	邓庄	1
216	7	旧县	1
216	8	陈庄	1
216	9	红泥沟	1
216	10	南口东大街	1
216	11	南口东街	1
216	12	南口东站	1
216	13	南口	1
216	5	西峰山	2
216	3	瓦窑	2
216	2	高崖口乡	2
216	1	高崖口	2
216	25	高崖口	1
216	20	北流村	1
216	19	曹家庄	1
216	18	白房子	1
216	17	白房子东站	1
216	16	南口李庄	1
216	2	中国政法大学	1
216	21	邓庄	2
216	22	明皇蜡像宫	2
216	23	昌平西关	2
216	24	昌平南大街	2
216	25	中国政法大学	2
216	26	昌平东关	2
218	10	和平农场东站	1
218	11	东苇路北口	1
218	10	望京村	2
218	11	大山桥东	2
218	3	天竺	2
218	7	和平农场	2
218	8	北皋	2
218	2	左家庄	1
218	15	东直门外	2
218	9	东辛店	2
218	6	望京村	1
218	4	京顺路丽都饭店	1
218	3	三元桥东站	1
218	13	三元桥	2
218	12	京顺路丽都饭店	2
218	8	北皋	1
218	4	苇沟	2
218	12	苇沟	1
218	2	机场道口	2
218	15	首都机场	1
218	14	机场道口	1
218	1	首都机场	2
218	5	东苇路北口	2
218	13	天竺	1
218	9	和平农场	1
218	6	和平农场东站	2
218	7	东辛店	1
218	5	大山桥东	1
218	14	左家庄	2
218	1	东直门外	1
220	9	南坞	2
220	8	东冉村	2
220	19	香山	2
220	7	黄庄东站	2
220	18	北京植物园	2
220	17	红旗村	2
220	16	南河滩	2
220	15	门头村	2
220	15	车道沟桥东	1
220	7	小屯	1
220	2	北京植物园	1
220	3	红旗村	1
220	4	南河滩	1
220	5	门头村	1
220	10	四海桥南	2
220	11	中坞	2
220	12	闵庄	2
220	13	小屯	2
220	14	北京四十五中学	2
220	6	板井	2
220	16	北洼路	1
220	17	白石桥东	1
220	18	动物园	1
220	1	动物园	2
220	2	新苑街	2
220	3	白石桥西	2
220	4	北洼路	2
220	5	车道沟桥东	2
220	9	中坞	1
220	10	四海桥南	1
220	11	南坞	1
220	12	东冉村	1
220	13	四季青桥东	1
220	14	板井	1
220	8	闵庄	1
220	6	北京四十五中学	1
220	1	香山	1
221	8	师达学校	2
221	2	北京植物园	2
221	26	红旗村	1
221	27	北京植物园	1
221	28	香山	1
221	21	北洼路	2
221	5	南河滩	2
221	26	西直门	2
221	25	西直门外	2
221	24	动物园	2
221	11	蓝靛厂中路	1
221	5	紫竹院南门	1
221	6	门头村	2
221	25	南河滩北站	1
221	22	瑞王坟	1
221	21	师达学校	1
221	19	门头新村	1
221	10	远大路东口	1
221	22	白石桥西	2
221	19	麦钟桥	2
221	17	蓝靛厂中路	2
221	24	南河滩	1
221	23	门头村	1
221	18	小屯	1
221	16	中坞	1
221	9	长春桥	1
221	4	白石桥东	1
221	2	西直门外	1
221	15	四海桥南	2
221	14	北营门	2
221	13	中坞	2
221	10	门头新村	2
221	20	车道沟桥东	2
221	1	西直门	1
221	6	北洼路	1
221	3	动物园	1
221	12	空军指挥学院南门	1
221	15	北营门	1
221	17	闵庄	1
221	20	北京四十五中学	1
221	7	瑞王坟	2
221	3	红旗村	2
221	4	南河滩北站	2
221	1	香山	2
221	9	北京四十五中学	2
221	11	小屯	2
221	12	闵庄	2
221	14	四海桥北	1
221	16	空军指挥学院南门	2
221	13	四海桥	1
221	7	车道沟桥东	1
221	23	白石桥东	2
221	8	麦钟桥	1
221	18	远大路东口	2
222	32	望京科技创业园	1
222	13	望和桥	2
222	11	望京桥西	2
222	10	望京桥东	2
222	30	四通桥东	2
222	33	人民大学西门	2
222	32	万泉庄	2
222	31	三义庙	2
222	26	南湖西里	1
222	27	南湖南路	1
222	28	南湖东园	1
222	29	侯庄路口北	1
222	30	望京西园二区	1
222	31	望京花园	1
222	24	北太平桥西	2
222	22	马甸桥东	2
222	20	安贞桥西	2
222	18	和平西桥北	2
222	12	望和桥东	2
222	9	阜通东大街南口	2
222	8	花家地南里	2
222	7	花家地北里	2
222	6	花家地西里	2
222	5	南湖东园	2
222	1	望京科技创业园	2
222	2	望京花园	2
222	3	望京西园二区	2
222	4	湖光北街东口	2
222	34	海淀南路西口	2
222	35	巴沟村	2
222	14	惠新东桥南	2
222	15	对外经贸大学	2
222	16	中日医院	2
222	17	樱花园西街	2
222	15	马甸桥东	1
222	16	安华桥西	1
222	17	安贞桥西	1
222	18	和平西桥北	1
222	19	樱花园西街	1
222	20	中日医院	1
222	21	对外经贸大学	1
222	22	惠新东桥东	1
222	23	望和桥	1
222	24	望和桥东	1
222	25	望京桥西	1
222	23	马甸桥西	2
222	21	安华桥西	2
222	19	和平西桥	2
222	25	蓟门桥东	2
222	26	蓟门桥西	2
222	27	城铁大钟寺站	2
222	28	大钟寺	2
222	4	人民大学西门	1
222	5	万泉庄	1
222	6	三义庙	1
222	7	四通桥东	1
222	8	红民村	1
222	9	大钟寺	1
222	10	城铁大钟寺站	1
222	11	蓟门桥西	1
222	12	蓟门桥东	1
222	13	北太平桥西	1
222	14	马甸桥西	1
222	3	海淀南路西口	1
222	2	巴沟村	1
222	1	巴沟村公交场站	1
222	29	红民村	2
223	1	城铁西二旗站	2
223	21	城铁西二旗站	1
223	8	万泉河桥南	1
223	17	东北旺	1
223	15	菊园	1
223	11	梅园	1
223	12	农大路北口	1
223	13	马连洼西站	1
223	4	白石桥东	1
223	9	肖家河	1
223	9	马连洼西站	2
223	2	西直门外南路	1
223	20	城铁西二旗站	1
223	8	马连洼	2
223	18	软件园南站	1
223	19	软件园东站	1
223	7	菊园	2
223	6	紫竹桥北	1
223	1	西直门	1
223	3	动物园	1
223	10	中国农业大学西校区	1
223	6	东北旺中路	2
223	3	软件园东站	2
223	5	紫竹院南门	1
223	5	东北旺	2
223	2	城铁西二旗站	2
223	14	马连洼	1
223	7	万寿寺	1
223	4	软件园南站	2
223	16	东北旺中路	1
223	10	农大路北口	2
223	11	梅园	2
223	12	中国农业大学西校区	2
223	13	肖家河	2
223	14	万泉河桥南	2
223	15	万寿寺	2
223	16	紫竹院南门	2
223	17	白石桥东	2
223	18	动物园	2
223	19	西直门外	2
223	20	西直门	2
224	21	西直门	2
224	20	西直门外	2
224	16	海淀公园	1
224	17	西苑医院	1
224	10	巴沟南路	2
224	19	动物园	2
224	18	白石桥东	2
224	17	紫竹院南门	2
224	16	紫竹桥北	2
224	11	万柳中路南口	2
224	12	厂洼北站	2
224	13	厂洼	2
224	14	厂洼街东口	2
224	15	万寿寺	2
224	9	万柳中路	2
224	8	万柳中路北口	2
224	7	万泉河桥南	2
224	18	西苑北站	1
224	15	万泉河桥南	1
224	12	巴沟南路	1
224	10	厂洼北站	1
224	19	骚子营	1
224	20	小清河	1
224	21	中央党校北门	1
224	1	中央党校北门	2
224	2	小清河	2
224	3	骚子营	2
224	4	西苑北站	2
224	5	西苑医院	2
224	6	海淀公园	2
224	1	西直门	1
224	2	西直门外南路	1
224	3	动物园	1
224	4	白石桥东	1
224	5	紫竹院南门	1
224	6	紫竹桥北	1
224	7	万寿寺	1
224	14	万柳中路北口	1
224	13	万柳中路	1
224	11	万柳中路南口	1
224	9	厂洼	1
224	8	厂洼街东口	1
225	10	方家村	2
225	5	五方桥西	2
225	13	豆各庄桥	1
225	2	四惠桥	1
225	11	五方桥东	1
225	6	王四营桥东	2
225	4	小海子	1
225	5	方家村	1
225	6	朝阳半壁店	1
225	11	小海子	2
225	4	柏阳景园小区	2
225	13	四惠桥	2
225	14	青青家园	1
225	8	王四营	1
225	7	王四营	2
225	7	观音堂	1
225	12	白鹿司	1
225	3	白鹿司	2
225	10	五方桥西	1
225	1	四惠站	1
225	8	观音堂	2
225	9	朝阳半壁店	2
225	12	东石门	2
225	2	豆各庄桥	2
225	3	大郊亭桥东	1
225	9	王四营桥东	1
225	1	青青家园	2
225	14	四惠站	2
226	8	东小井	2
226	19	红庙路口东	2
226	13	朝阳路三间房	2
226	7	焦庄	2
226	10	常营路口南	2
226	3	十里堡	1
226	6	三岔河南站	2
226	16	三岔河	1
226	17	马厂	1
226	18	北马房	1
226	19	长店路口东	1
226	20	金盏	1
226	6	大黄庄桥东	1
226	7	定福庄	1
226	8	朝阳路三间房	1
226	9	管庄路口北	1
226	1	小庄	1
226	20	小庄	2
226	3	北马房	2
226	2	长店路口东	2
226	12	常营	1
226	10	科技大学管庄校区	1
226	4	太平庄	1
226	17	太平庄	2
226	18	十里堡	2
226	15	大黄庄桥东	2
226	14	定福庄	2
226	12	管庄路口北	2
226	11	科技大学管庄校区	2
226	14	焦庄	1
226	16	民航医院	2
226	5	民航医院	1
226	11	常营路口南	1
226	13	东小井	1
226	2	红庙路口东	1
226	9	常营	2
226	15	三岔河南站	1
226	5	三岔河	2
226	1	金盏	2
226	4	马厂	2
227	13	海淀黄庄北	2
227	1	永丰站	1
227	31	长春桥路	1
227	15	上地七街	1
227	3	中坞	2
227	3	丰贤中路	1
227	26	中关村南	1
227	26	软件园东站	2
227	25	中关园	1
227	24	中关园北站	1
227	22	圆明园东路	1
227	22	上地南口	2
227	23	清华大学西门	1
227	23	上地环岛南	2
227	25	上地七街	2
227	21	清华附中	1
227	20	圆明园东门	2
227	19	北京体育大学	1
227	18	圆明园东路	2
227	17	清华大学西门	2
227	16	上地五街	1
227	15	中关园	2
227	14	上地七街环岛西	1
227	13	软件园广场	1
227	12	人民大学	2
227	11	春晖园	1
227	11	三义庙	2
227	10	长春桥路	2
227	27	海淀黄庄北	1
227	24	上地五街	2
227	4	北营门	2
227	7	圆清路北口	1
227	28	东北旺北	2
227	29	四通桥西	1
227	28	人民大学	1
227	32	长春桥东	1
227	31	中海枫涟山庄北门	2
227	30	西北旺镇政府	2
227	30	三义庙	1
227	8	赵庄村	1
227	6	永丰六里屯北口	1
227	2	丰贤中路西站	1
227	4	丰贤东路	1
227	5	四海桥南	2
227	18	上地南口	1
227	17	上地环岛南	1
227	9	中海枫涟山庄北门	1
227	29	春晖园	2
227	7	蓝靛厂中路	2
227	16	中关园北站	2
227	19	清华附中	2
227	32	赵庄村	2
227	5	永嘉北路	1
227	1	闵庄南里	2
227	33	远大路东口	1
227	27	软件园广场	2
227	2	军需站	2
227	9	长春桥东	2
227	6	空军指挥学院南门	2
227	10	西北旺镇政府	1
227	8	远大路东口	2
227	12	东北旺北	1
227	14	中关村南	2
227	21	北京体育大学	2
227	20	圆明园东门	1
227	33	圆清路北口	2
227	34	蓝靛厂中路	1
227	34	永丰六里屯北口	2
227	35	空军指挥学院南门	1
227	35	永嘉北路	2
227	36	丰贤东路	2
227	36	四海桥	1
227	37	北营门	1
227	37	丰贤中路	2
227	38	丰贤中路西站	2
227	38	中坞	1
227	39	永丰站	2
227	39	军需站	1
227	40	闵庄南里	1
228	26	海慧寺	1
228	24	大红门北站	1
228	23	大红门桥北	1
228	22	久敬庄	1
228	12	郁花园	1
228	13	西红门南站	1
228	3	南顶村	2
228	16	同兴园	1
228	17	西营房	1
228	18	红房子路口南	1
228	19	三营门	1
228	20	和义南站	1
228	21	和义农场	1
228	25	南顶村	1
228	10	京开康庄路口	1
228	8	清源路东口	1
228	1	黄村火车站	1
228	2	站前环岛东	1
228	3	林校路	1
228	4	大兴桥西	1
228	5	黄村	1
228	6	黄村东大街东口北	1
228	25	林校路	2
228	24	大兴桥西	2
228	23	黄村	2
228	22	黄村东大街东口南	2
228	21	团河路西口	2
228	20	清源路东口	2
228	19	大兴二中	2
228	4	大红门北站	2
228	5	大红门桥北	2
228	6	久敬庄	2
228	7	和义农场	2
228	8	和义南站	2
228	9	三营门	2
228	10	红房子路口南	2
228	11	西营房	2
228	12	同兴园	2
228	13	福利农场	2
228	14	西红门	2
228	15	西红门南站	2
228	16	郁花园	2
228	17	高米店	2
228	18	京开康庄路口	2
228	14	西红门	1
228	15	福利农场	1
228	27	海户屯	1
228	28	木樨园桥北	1
228	1	木樨园	2
228	2	海慧寺	2
228	11	高米店	1
228	9	大兴二中	1
228	7	团河路西口	1
228	26	站前环岛东	2
228	27	黄村火车站	2
229	11	黄村	2
229	2	木樨园桥西	2
229	9	京开康庄路口	1
229	10	黄村东大街东口南	2
229	12	大兴桥西	2
229	14	黄村火车站	2
229	13	林校路	2
229	4	草桥	2
229	3	洋桥西	2
229	1	木樨园	2
229	13	木樨园桥西	1
229	12	洋桥西	1
229	1	黄村火车站	1
229	14	木樨园桥	1
229	15	木樨园桥北	1
229	5	高米店	2
229	6	京开康庄路口	2
229	7	大兴二中	2
229	8	清源路东口	2
229	9	团河路西口	2
229	2	林校路	1
229	3	大兴桥西	1
229	4	黄村	1
229	5	黄村东大街东口北	1
229	6	团河路西口	1
229	7	清源路东口	1
229	11	草桥	1
229	10	高米店	1
229	8	大兴二中	1
230	10	马甸桥西	1
230	5	万柳东路南口	2
230	19	长春桥路	1
230	7	三义庙	2
230	4	万柳东路	2
230	19	和平西桥	2
230	18	安贞桥西	2
230	7	安贞桥西	1
230	6	和平西桥	1
230	21	万柳东路	1
230	22	万泉庄路	1
230	23	万柳中路	1
230	21	太阳宫桥	2
230	22	西坝河	2
230	23	静安庄	2
230	24	国际展览中心	2
230	10	大钟寺	2
230	8	四通桥东	2
230	6	长春桥路	2
230	24	巴沟村公交场站	1
230	1	巴沟村公交场站	2
230	2	万柳中路	2
230	3	万泉庄路	2
230	20	万柳东路南口	1
230	18	三义庙	1
230	16	红民村	1
230	14	城铁大钟寺站	1
230	13	蓟门桥西	1
230	9	马甸桥东	1
230	8	安华桥西	1
230	5	和平东桥	1
230	2	静安庄	1
230	3	西坝河	1
230	4	太阳宫桥	1
230	9	红民村	2
230	11	城铁大钟寺站	2
230	11	北太平桥西	1
230	12	蓟门桥东	1
230	12	蓟门桥西	2
230	13	蓟门桥东	2
230	14	北太平桥西	2
230	15	马甸桥西	2
230	17	四通桥东	1
230	15	大钟寺	1
230	1	国际展览中心	1
230	20	和平东桥	2
230	17	安华桥西	2
230	16	马甸桥东	2
231	18	六里桥南	1
231	17	西局	1
231	13	草桥	1
231	14	玉泉营桥西	1
231	23	航天桥西	1
231	19	六里桥北里	1
231	2	定慧桥东	2
231	1	定慧桥南	2
231	26	定慧桥东	1
231	25	定慧寺东	1
231	24	西钓鱼台	1
231	12	洋桥西	1
231	16	丽泽桥	1
231	15	夏家胡同	1
231	20	公主坟南	1
231	21	八一湖	1
231	22	玉渊潭西门	1
231	27	定慧桥南	1
231	3	华威路北口	1
231	2	华威西里	1
231	1	左安路	1
231	5	潘家园桥	1
231	6	十里河桥北	1
231	7	方庄桥东	1
231	8	方庄桥西	1
231	9	刘家窑桥西	1
231	10	木樨园桥东	1
231	11	木樨园桥西	1
231	4	潘家园桥北	1
231	3	定慧寺东	2
231	4	西钓鱼台	2
231	5	航天桥西	2
231	6	航天桥南	2
231	7	八一湖	2
231	8	公主坟南	2
231	9	六里桥北里	2
231	10	六里桥南	2
231	11	西局	2
231	12	丽泽桥	2
231	13	夏家胡同	2
231	14	玉泉营桥西	2
231	15	草桥	2
231	16	洋桥西	2
231	17	木樨园桥西	2
231	18	木樨园桥东	2
231	19	刘家窑桥西	2
231	20	方庄桥西	2
231	21	方庄桥东	2
231	22	十里河桥北	2
231	23	潘家园桥北	2
231	24	华威路北口	2
231	25	华威西里	2
231	26	左安路	2
232	5	黄村	1
232	1	三营门南	2
232	17	红房子路口南	1
232	1	黄村火车站	1
232	15	寿宝庄	1
232	8	金海学校	2
232	6	大白楼	2
232	4	团河路北口	2
232	3	红房子路口南	2
232	12	金海学校	1
232	6	黄村东大街东口北	1
232	7	团河路西口	1
232	8	新安里	1
232	9	新居里	1
232	10	团河农场	1
232	10	团河农场	2
232	11	新居里	2
232	17	林校路	2
232	16	大兴桥西	2
232	15	黄村	2
232	14	黄村东大街东口南	2
232	13	团河路西口	2
232	12	新安里	2
232	9	团河行宫	2
232	7	金星乡	2
232	5	寿宝庄	2
232	2	新华路南口	2
232	19	三营门南	1
232	18	新华路南口	1
232	16	团河路北口	1
232	14	大白楼	1
232	13	金星乡	1
232	11	团河行宫	1
232	4	大兴桥西	1
232	3	林校路	1
232	2	站前环岛东	1
232	18	站前环岛东	2
232	19	黄村火车站	2
233	37	龙门	2
233	24	金安桥西	2
233	19	金顶南路	1
233	20	地铁苹果园站	1
233	31	双峪桥	2
233	32	侯庄子	2
233	29	麻峪	2
233	27	广宁村	2
233	14	沙石路口南	2
233	18	西黄村小区	2
233	17	廖公庄	2
233	16	什坊院西站	2
233	13	梁公庵	2
233	22	苹果园中学	1
233	36	五棵松桥东	1
233	37	沙沟路口西	1
233	38	东翠路口	1
233	39	万寿路口西	1
233	4	增产路	1
233	5	龙门	1
233	6	小黑山	1
233	7	河滩	1
233	8	新桥大街	1
233	9	双峪环岛西	1
233	10	侯庄子	1
233	11	双峪桥	1
233	12	麻峪北口	1
233	4	东翠路口	2
233	7	永定路口东	2
233	8	玉泉路口东	2
233	9	航天部医院	2
233	6	五棵松桥东	2
233	29	梁公庵	1
233	28	沙石路口南	1
233	25	廖公庄	1
233	26	什坊院西站	1
233	28	石景山火车站	2
233	26	首钢小西门	2
233	31	田村山南路	1
233	2	翠微路口	2
233	35	河滩	2
233	14	石景山火车站	1
233	15	什坊院	2
233	19	苹果园南路东口	2
233	40	翠微路口	1
233	41	公主坟西	1
233	16	首钢小西门	1
233	17	铸造村	1
233	18	金安桥西	1
233	32	玉海园	1
233	33	航天部医院	1
233	34	玉泉路口东	1
233	40	西辛房	2
233	25	铸造村	2
233	2	西辛房	1
233	3	万寿路口西	2
233	24	西黄村小区	1
233	1	公主坟西	2
233	30	总参通讯部干休所	1
233	27	什坊院	1
233	5	沙沟路口东	2
233	23	苹果园南路东口	1
233	21	苹果园东	1
233	20	苹果园中学	2
233	13	麻峪	1
233	39	东辛房	2
233	22	地铁苹果园站	2
233	23	金顶南路	2
233	34	新桥大街	2
233	30	麻峪北口	2
233	33	双峪环岛西	2
233	36	小黑山	2
233	41	门头沟圈门	2
233	15	广宁村	1
233	11	田村山南路	2
233	10	玉海园	2
233	35	永定路口东	1
233	12	总参通讯部干休所	2
233	1	门头沟圈门	1
233	38	增产路	2
233	3	东辛房	1
233	21	苹果园东	2
234	4	西三旗桥北	1
234	6	邮政研究院	1
234	10	城铁霍营站	1
234	12	霍营乡	1
234	8	黄土店	1
234	11	北郊医院	1
234	13	华龙苑北里北门	1
234	7	育新小区北口	1
234	5	西三旗桥东	1
234	3	龙兴园	1
234	2	新龙城	1
234	1	新龙城东站	1
234	9	北郊面粉厂	1
234	14	天鑫家园	1
234	1	天鑫家园	2
234	2	华龙苑北里北门	2
234	3	霍营乡	2
234	4	北郊医院	2
234	5	城铁霍营站	2
234	6	北郊面粉厂	2
234	7	黄土店	2
234	8	育新小区北口	2
234	9	邮政研究院	2
234	10	西三旗桥东	2
234	11	西三旗桥北	2
234	12	京昌路回龙观	2
234	13	新龙城	2
234	14	新龙城东站	2
235	12	云景里	1
235	8	果园环岛东	1
235	10	杨家洼	1
235	5	云景里	2
235	14	大马庄	1
235	3	大马庄	2
235	4	群芳园	2
235	13	通州西大街路口西	2
235	11	潞河医院	2
235	5	通州佟麟阁大街	1
235	6	潞河医院	1
235	9	九棵树	1
235	15	通州北苑路口南	2
235	9	果园环岛东	2
235	4	通州西大街路口西	1
235	8	九棵树	2
235	14	通州西门路口东	2
235	1	通州北苑路口南	1
235	12	通州佟麟阁大街	2
235	10	果园环岛北	2
235	7	果园环岛北	1
235	7	杨家洼	2
235	3	通州西门路口东	1
235	16	通州古玩城	1
235	6	云景东路	2
235	11	云景东路	1
235	13	群芳园	1
235	2	大马庄南站	2
235	1	通州古玩城	2
235	15	大马庄南站	1
235	2	通州北苑路口东	1
236	16	北京西站	1
236	14	公主坟西	1
236	10	五棵松桥东	1
236	1	京原路口东	1
236	2	鲁谷路衙门口	1
236	3	永乐西小区	1
236	7	八宝山	1
236	8	玉泉路口东	1
236	9	永定路口东	1
236	1	北京西站	2
236	6	万寿路口西	2
236	5	翠微路口	2
236	15	公主坟南	1
236	4	焦家坟路口东	1
236	5	鲁谷西站	1
236	6	地铁八宝山站	1
236	8	沙沟路口东	2
236	7	东翠路口	2
236	4	公主坟西	2
236	3	公主坟南	2
236	2	莲花桥	2
236	11	沙沟路口东	1
236	12	万寿路口西	1
236	13	翠微路口	1
236	9	五棵松桥东	2
236	10	永定路口东	2
236	11	玉泉路口东	2
236	12	八宝山	2
236	13	地铁八宝山站	2
236	14	鲁谷西站	2
236	15	焦家坟路口东	2
236	16	永乐西小区	2
236	17	鲁谷路衙门口	2
237	5	海淀桥西	1
237	18	六郎庄西口	2
237	4	六郎庄	1
237	2	六郎庄西口	1
237	3	柳浪游泳场	1
237	14	北京市地震局	2
237	10	为公桥	1
237	14	花园桥南	1
237	11	万寿寺	1
237	12	紫竹桥北	1
237	13	紫竹桥南	1
237	6	北京市地震局	1
237	8	万泉庄	1
237	17	柳浪游泳场	2
237	16	六郎庄	2
237	15	海淀桥西	2
237	11	苏州桥	2
237	10	为公桥	2
237	8	紫竹桥北	2
237	6	花园桥南	2
237	4	玉渊潭西门	2
237	2	公主坟南	2
237	18	北京西站	1
237	16	公主坟北	1
237	9	苏州桥	1
237	7	人民大学西门	1
237	1	颐和园新建宫门	1
237	9	万寿寺	2
237	7	紫竹桥南	2
237	5	航天桥北	2
237	3	公主坟北	2
237	1	北京西站	2
237	17	公主坟南	1
237	15	航天桥南	1
237	19	颐和园新建宫门	2
237	12	万泉庄	2
237	13	人民大学西门	2
238	7	蓟门桥北	1
238	11	西苑北站	2
238	12	颐和园路东口	2
238	13	清华大学西门	2
238	21	颐和园北宫门	1
238	19	西苑北站	1
238	12	城铁五道口站	1
238	13	五道口	1
238	14	清华园	1
238	15	蓝旗营	1
238	16	中关园北站	1
238	17	清华大学西门	1
238	18	颐和园路东口	1
238	2	韩家川村	2
238	3	韩家川北站	2
238	6	蓟门桥	1
238	1	西直门	1
238	2	车公庄北	1
238	3	索家坟	1
238	4	文慧桥北	1
238	16	清华园	2
238	15	蓝旗营	2
238	29	韩家川	1
238	18	城铁五道口站	2
238	7	红山口	2
238	9	北京航空航天大学	1
238	10	成府路口南	1
238	11	北京语言大学	1
238	23	红山口	1
238	24	国防大学	1
238	22	安河桥	1
238	20	坡上村	1
238	17	五道口	2
238	4	西北旺	2
238	1	韩家川	2
238	26	西北旺	1
238	10	坡上村	2
238	8	学知桥北	1
238	25	黑山扈	1
238	8	安河桥	2
238	5	明光桥北	1
238	9	颐和园北宫门	2
238	6	国防大学	2
238	27	韩家川北站	1
238	28	韩家川村	1
238	5	黑山扈	2
238	14	中关园北站	2
238	19	北京语言大学	2
238	20	成府路口南	2
238	21	北京航空航天大学	2
238	22	学知桥南	2
238	23	蓟门桥北	2
238	24	蓟门桥南	2
238	25	明光桥南	2
238	26	文慧桥南	2
238	27	索家坟	2
238	28	西直门北	2
239	3	红泥沟	2
239	13	昌盛路	2
239	1	昌平东关	1
239	2	中国石油大学	1
239	3	昌盛路	1
239	6	昌平永安路	1
239	7	昌平中心公园	1
239	8	昌平西关	1
239	9	明皇蜡像宫	1
239	10	邓庄	1
239	11	旧县	1
239	12	陈庄	1
239	4	振兴路	1
239	4	陈庄	2
239	7	明皇蜡像宫	2
239	2	大堡	2
239	1	南口北站	2
239	13	红泥沟	1
239	14	大堡	1
239	15	南口北站	1
239	11	火炬街北口	2
239	15	昌平东关	2
239	10	昌平永安路	2
239	6	邓庄	2
239	5	旧县	2
239	8	昌平西关	2
239	12	振兴路	2
239	14	中国石油大学	2
239	9	昌平中心公园	2
239	5	火炬街北口	1
240	15	地铁公益西桥站	1
240	14	枫竹苑小区	1
240	13	公益桥北	1
240	17	西红门北站	2
240	15	新发地桥北	2
240	1	永定门长途汽车站	2
240	26	永定门长途汽车站	1
240	19	郁花园	2
240	18	西红门南站	2
240	16	九龙山庄	2
240	23	西红门西站	2
240	22	宏康路	2
240	21	欣和街	2
240	20	郁花园二里	2
240	3	右安门东	2
240	4	右安门	2
240	5	右安门外	2
240	6	翠林小区	2
240	7	嘉园一里	2
240	8	嘉园二里西门	2
240	9	嘉园三里北	2
240	10	嘉园三里	2
240	11	城南嘉园	2
240	12	地铁公益西桥站	2
240	16	城南嘉园	1
240	14	世界花卉大观园	2
240	6	西红门南站	1
240	5	郁花园	1
240	1	西红门西站	1
240	2	宏康路	1
240	3	欣和街	1
240	4	郁花园二里	1
240	2	开阳桥西	2
240	13	恋日家园	2
240	11	恋日家园	1
240	12	公益东桥西	1
240	18	嘉园三里北	1
240	19	嘉园二里西门	1
240	20	嘉园一里	1
240	21	翠林小区	1
240	22	右安门外	1
240	23	右安门	1
240	24	右安门东	1
240	8	九龙山庄	1
240	9	新发地桥北	1
