xid	pm	zhan	kind
1906	9	饶乐府	2
1906	10	房山东大桥	2
1906	11	房山火车站	2
1906	15	房山成教中心	2
1906	13	仓房小区	2
1906	8	房山马各庄	2
1906	5	小紫草坞路口	2
1906	2	广安门内	2
1906	1	天桥汽车站	2
1906	20	天桥汽车站	1
1906	19	广安门内	1
1906	18	六里桥东	1
1906	16	阎村	1
1906	14	大董村	1
1906	13	大石河	1
1906	11	饶乐府	1
1906	6	房山购物中心	1
1906	4	顾册	1
1906	17	周口村路口	2
1906	18	周口店路口	2
1906	19	大韩继	2
1907	34	南海子郊野公园公交站	2
1907	26	五环金州物流	2
1907	27	团忠路	2
1907	25	大生庄	2
1907	30	瀛海路口东	2
1907	28	瀛海西一村	2
1907	15	京开康庄路口	2
1907	24	中轴路	2
1907	22	金星路口	2
1907	19	纸箱厂	2
1907	31	玉璟园小区	2
1907	32	姜场	2
1907	1	南海子郊野公园公交站	1
1907	21	警官大学东	2
1907	20	警官大学西	2
1907	33	南海子郊野公园南门	2
1907	29	瀛海路口西	2
1907	23	金星加油站	2
1907	18	泰中花园	2
1907	16	京开金星桥南	2
1907	17	金星桥东	2
1907	2	南海子郊野公园南门	1
1907	3	姜场	1
1907	4	玉璟园小区	1
1907	5	瀛海路口东	1
1907	6	瀛海路口西	1
1907	7	瀛海西一村	1
1907	8	团忠路	1
1907	9	五环金州物流	1
1907	10	大生庄	1
1907	11	中轴路	1
1907	12	金星加油站	1
1907	13	金星路口	1
1907	14	警官大学东	1
1907	15	警官大学西	1
1907	16	纸箱厂	1
1907	17	泰中花园	1
1907	18	金星桥东	1
1907	19	京开金星桥南	1
1907	20	京开康庄路口	1
1907	21	大兴二中	1
1907	22	清源路东口	1
1907	23	龙河路北口	1
1907	24	仁和医院	1
1907	25	富强路口	1
1907	26	三中巷	1
1907	27	大兴影剧院	1
1907	28	大兴区医院	1
1907	29	怡兴园	1
1907	30	大兴二小	1
1907	31	兴业街南口	1
1907	32	兴政街西口	1
1907	33	黄村火车站北	1
1907	34	黄村火车站	1
1907	1	黄村火车站	2
1907	2	黄村火车站北	2
1907	3	兴政街西口	2
1907	4	兴业街南口	2
1907	5	大兴二小	2
1907	6	怡兴园	2
1907	7	大兴区医院	2
1907	8	大兴影剧院	2
1907	9	三中巷	2
1907	10	富强路口	2
1907	11	仁和医院	2
1907	12	龙河路北口	2
1907	13	清源路东口	2
1907	14	大兴二中	2
1908	13	北医药业	2
1908	14	开发区交通服务中心	2
1908	12	宝马维修	2
1908	11	宏达创业园	2
1908	10	宏达工业园	2
1908	9	万源街西口	2
1908	8	博达交流中心	2
1908	6	新康家园	2
1908	3	富源里小区	2
1908	2	亦庄中心小学	2
1908	1	贵园南里	2
1908	23	富源里小区	1
1908	22	亦庄桥南	1
1908	21	地铁亦庄站	1
1908	18	博达交流中心	1
1908	17	万源街西口	1
1908	15	宏达创业园	1
1908	12	开发区交通服务中心	1
1908	11	同仁医院亦庄分院	1
1908	10	青年公寓	1
1908	7	宝善路口东	1
1908	1	德茂庄	1
1908	2	忠兴庄	1
1908	3	兴海园	1
1908	4	玉璟园	1
1908	7	大雄城市花园	2
1908	5	地铁亦庄站	2
1908	4	亦庄桥南	2
1908	25	贵园南里	1
1908	24	亦庄中心小学	1
1908	20	新康家园	1
1908	19	大雄城市花园	1
1908	16	宏达工业园	1
1908	14	宝马维修	1
1908	13	北医药业	1
1908	9	中芯花园	1
1908	8	泰和园小区	1
1908	6	南海子郊野公园	1
1908	5	姜场	1
1908	15	同仁医院亦庄分院	2
1908	16	青年公寓	2
1908	17	中芯花园	2
1908	18	泰和园小区	2
1908	19	宝善路口东	2
1908	20	南海子郊野公园	2
1908	21	姜场	2
1908	22	玉璟园	2
1908	23	兴海园	2
1908	24	忠兴庄	2
1908	25	德茂庄	2
1909	1	柳庄户村	1
1909	2	南坞村	1
1909	3	龙湾屯镇电管站	1
1909	4	唐洞村	1
1909	5	龙湾屯东街	1
1909	6	龙湾屯	1
1909	7	大北坞	1
1909	8	史中坞东	1
1909	9	兵营路口	1
1909	10	张中坞	1
1909	1	张中坞	2
1909	2	兵营路口	2
1909	3	史中坞东	2
1909	4	大北坞	2
1909	5	龙湾屯	2
1909	6	龙湾屯东街	2
1909	7	唐洞村	2
1909	8	龙湾屯镇电管站	2
1909	9	南坞村	2
1909	10	柳庄户村	2
1910	34	东黑垡	2
1910	35	西黑垡	2
1910	27	酒店学院	2
1910	12	黄良路东口	2
1910	13	大庄	2
1910	14	天河西路	2
1910	15	医药园区	2
1910	16	大兴二职	2
1910	17	地铁天宫院站	2
1910	32	张公垡	2
1910	1	西黑垡	1
1910	28	梁家务东	2
1910	14	庞各庄饭店	1
1910	18	新源街南口	2
1910	15	庞各庄集市	1
1910	20	中堡	2
1910	7	梁家务村	1
1910	23	庞各庄建材市场	2
1910	22	庞各庄饭店	2
1910	19	兆丰桥	2
1910	33	张公垡南	2
1910	21	庞各庄集市	2
1910	31	张公垡北	2
1910	8	梁家务东	1
1910	9	酒店学院	1
1910	10	龙熙路口	1
1910	11	隆盛园	1
1910	12	瓜乡桥	1
1910	13	庞各庄建材市场	1
1910	29	梁家务村	2
1910	30	梁家务南	2
1910	24	瓜乡桥	2
1910	25	隆盛园	2
1910	26	龙熙路口	2
1910	16	中堡	1
1910	17	兆丰桥	1
1910	18	新源街南口	1
1910	19	地铁天宫院站	1
1910	20	大兴二职	1
1910	21	医药园区	1
1910	22	天河西路	1
1910	23	大庄	1
1910	24	黄良路东口	1
1910	25	大兴桥南	1
1910	26	大兴一中	1
1910	27	大兴长途站	1
1910	28	大兴区医院	1
1910	29	化纤俱乐部	1
1910	30	黄村清城	1
1910	31	印刷博物馆	1
1910	32	清源西里	1
1910	33	石油学院	1
1910	34	兴业路	1
1910	35	科技学院	1
1910	1	科技学院	2
1910	2	兴业路	2
1910	3	石油学院	2
1910	4	清源西里	2
1910	5	印刷博物馆	2
1910	6	黄村清城	2
1910	7	化纤俱乐部	2
1910	8	大兴区医院	2
1910	9	大兴长途站	2
1910	10	大兴一中	2
1910	11	大兴桥北	2
1910	2	东黑垡	1
1910	3	张公垡南	1
1910	4	张公垡	1
1910	5	张公垡北	1
1910	6	梁家务南	1
1911	18	芦头	2
1911	16	松树峪	2
1911	13	瑶亭	2
1911	11	东茶棚	2
1911	9	栗榛寨	2
1911	7	高岭镇大屯	2
1911	6	大窝铺	2
1911	3	燕落	2
1911	2	黄土坎	2
1911	33	转山子	1
1911	31	燕落	1
1911	29	柳树沟	1
1911	27	高岭镇大屯	1
1911	26	李子峪	1
1911	24	四合村	1
1911	22	芹菜岭	1
1911	21	瑶亭	1
1911	19	高岭镇辛庄	1
1911	18	松树峪	1
1911	17	太师屯	1
1911	15	四十亩地	1
1911	12	万岭	1
1911	9	穆家峪	1
1911	7	密云汽车站	1
1911	4	密云京客隆超市	1
1911	1	密云西单电器	1
1911	17	太师屯	2
1911	15	高岭镇辛庄	2
1911	14	高岭	2
1911	12	芹菜岭	2
1911	10	四合村	2
1911	8	李子峪	2
1911	5	柳树沟	2
1911	4	不老屯	2
1911	1	转山子	2
1911	32	黄土坎	1
1911	30	不老屯	1
1911	28	大窝铺	1
1911	25	栗榛寨	1
1911	23	东茶棚	1
1911	20	高岭	1
1911	16	芦头	1
1911	14	白龙潭	1
1911	13	许庄子	1
1911	11	庄头峪	1
1911	10	羊山	1
1911	8	大石岭	1
1911	6	密云工会	1
1911	5	密云妇幼保健院	1
1911	3	密云西大桥加油站	1
1911	2	密云大剧院	1
1911	19	四十亩地	2
1911	20	白龙潭	2
1911	21	许庄子	2
1911	22	万岭	2
1911	23	庄头峪	2
1911	24	羊山	2
1911	25	穆家峪	2
1911	26	大石岭	2
1911	27	密云汽车站	2
1911	28	密云工会	2
1911	29	密云妇幼保健院	2
1911	30	密云京客隆超市	2
1911	31	密云西大桥加油站	2
1911	32	密云大剧院	2
1911	33	密云西单电器	2
1912	11	庄头峪	1
1912	9	穆家峪	1
1912	8	大石岭	1
1912	4	密云京客隆超市	1
1912	5	密云妇幼保健院	1
1912	11	四十亩地	2
1912	10	芦头	2
1912	8	松树峪	2
1912	5	瑶亭	2
1912	3	东茶棚	2
1912	2	石匣村	2
1912	25	四合村	1
1912	23	东茶棚	1
1912	21	瑶亭	1
1912	19	高岭镇辛庄	1
1912	16	芦头	1
1912	12	万岭	1
1912	10	羊山	1
1912	7	密云汽车站	1
1912	6	密云工会	1
1912	3	密云西大桥加油站	1
1912	1	密云西单电器	1
1912	13	许庄子	2
1912	12	白龙潭	2
1912	9	太师屯	2
1912	7	高岭镇辛庄	2
1912	6	高岭	2
1912	4	芹菜岭	2
1912	1	四合村	2
1912	24	石匣村	1
1912	22	芹菜岭	1
1912	20	高岭	1
1912	18	松树峪	1
1912	17	太师屯	1
1912	15	四十亩地	1
1912	14	白龙潭	1
1912	13	许庄子	1
1912	2	密云大剧院	1
1912	14	万岭	2
1912	15	庄头峪	2
1912	16	羊山	2
1912	17	穆家峪	2
1912	18	大石岭	2
1912	19	密云汽车站	2
1912	20	密云工会	2
1912	21	密云妇幼保健院	2
1912	22	密云京客隆超市	2
1912	23	密云西大桥加油站	2
1912	24	密云大剧院	2
1912	25	密云西单电器	2
1913	1	东直门外	1
1913	2	左家庄	1
1913	3	三元桥	1
1913	4	盘龙谷磐石坊	1
1913	5	盘龙谷漫山红墅	1
1913	6	盘龙谷星梦工坊	1
1913	7	北京现代音乐学院盘山校区	1
1913	1	北京现代音乐学院盘山校区	2
1913	2	盘龙谷星梦工坊	2
1913	3	盘龙谷漫山红墅	2
1913	4	盘龙谷磐石坊	2
1913	5	三元桥	2
1913	6	左家庄	2
1913	7	东直门外	2
1914	10	育知路南口	3
1914	11	城铁回龙观站	3
1914	6	回龙观镇政府	3
1914	8	龙腾苑一区路口西	3
1914	4	龙跃苑二区东门	3
1914	2	龙跃苑三区西门	3
1914	3	龙跃苑四区东门	3
1914	1	城铁回龙观站	3
1914	9	回龙观西大街	3
1914	7	体育公园北门	3
1914	5	龙跃苑二区	3
1915	1	延庆火车站北广场	1
1915	2	妫水北街北	2
1915	3	妫水北街南	2
1915	6	司家营	2
1915	7	延庆火车站北广场	2
1915	1	八达岭温泉度假村	2
1915	7	八达岭温泉度假村	1
1915	2	司家营	1
1915	3	延庆南菜园	1
1915	4	延庆东关	1
1915	5	妫水北街南	1
1915	6	妫水北街北	1
1915	5	延庆南菜园	2
1915	4	延庆东关	2
1916	6	京张路口东	1
1916	1	延庆南菜园总站	1
1916	2	延庆南菜园	1
1916	8	延庆八里店	1
1916	9	沈家营镇政府	1
1916	10	沈家营毛衣厂	1
1916	11	连家营	1
1916	12	魏家营	1
1916	13	北老君堂路口	1
1916	14	香村营	1
1916	15	西小庄科	1
1916	16	上磨	1
1916	17	九三七六二部队	1
1916	1	九三七六二部队	2
1916	2	上磨	2
1916	3	西小庄科	2
1916	4	香村营	2
1916	5	北老君堂路口	2
1916	6	魏家营	2
1916	7	连家营	2
1916	8	沈家营毛衣厂	2
1916	7	延庆八中	1
1916	3	延庆东关	1
1916	4	川北小区南门	1
1916	5	石河营	1
1916	17	延庆南菜园总站	2
1916	16	延庆南菜园	2
1916	15	延庆东关	2
1916	14	川北小区南门	2
1916	13	石河营	2
1916	11	延庆八中	2
1916	12	京张路口东	2
1916	10	延庆八里店	2
1916	9	沈家营镇政府	2
1917	4	东风铁路桥	1
1917	2	燕化羊耳峪	1
1917	3	燕化东风街	1
1917	45	燕化设计院	2
1917	41	燕化杏花东里	2
1917	42	燕化前进副食	2
1917	53	燕化东岭	2
1917	49	燕化机械厂	2
1917	47	燕化向阳	2
1917	46	燕化凤凰亭	2
1917	48	燕山火车站	2
1917	37	富燕新村	2
1917	16	南宫新苑小区	2
1917	1	天桥汽车站	2
1917	2	广安门内	2
1917	3	六里桥东	2
1917	4	西道口	2
1917	5	杜家坎南	2
1917	6	长辛店北口	2
1917	7	长辛店南口	2
1917	8	北京十中	2
1917	9	赵辛店	2
1917	10	朱家坟	2
1917	11	佃起村	2
1917	12	云岗北区	2
1917	13	云岗	2
1917	14	南宫市场	2
1917	15	南宫	2
1917	6	燕山火车站	1
1917	7	燕化向阳	1
1917	8	燕化凤凰亭	1
1917	9	燕化设计院	1
1917	10	北京燕化医院	1
1917	11	燕化邮政局	1
1917	12	燕化前进副食	1
1917	13	燕化杏花东里	1
1917	14	燕化北庄	1
1917	15	燕山体育馆	1
1917	16	宏塔小区	1
1917	17	富燕新村	1
1917	18	万宁桥	1
1917	19	仓房小区	1
1917	20	房山东大桥	1
1917	21	饶乐府	1
1917	22	房山马各庄	1
1917	23	大石河	1
1917	24	大董村	1
1917	25	紫草坞路口	1
1917	26	阎村	1
1917	27	苏园	1
1917	28	良乡西路	1
1917	29	苏庄东街北口	1
1917	30	良乡西门	1
1917	31	拱辰南街	1
1917	32	拱辰北街	1
1917	33	良乡北关	1
1917	34	良乡北关北站	1
1917	35	贺照云	1
1917	36	山坡村	1
1917	37	庄户村	1
1917	38	南宫新苑小区	1
1917	39	南宫	1
1917	40	南宫市场	1
1917	41	云岗	1
1917	42	云岗北区	1
1917	43	佃起村	1
1917	44	朱家坟	1
1917	45	赵辛店	1
1917	46	北京十中	1
1917	47	长辛店南口	1
1917	48	长辛店北口	1
1917	49	杜家坎南	1
1917	50	岳各庄桥东	1
1917	31	大石河	2
1917	32	房山马各庄	2
1917	33	饶乐府	2
1917	44	北京燕化医院	2
1917	43	燕化邮政局	2
1917	40	燕化北庄	2
1917	39	燕山体育馆	2
1917	38	宏塔小区	2
1917	50	东风铁路桥	2
1917	51	燕化东风街	2
1917	52	燕化羊耳峪	2
1917	36	万宁桥	2
1917	35	仓房小区	2
1917	34	房山东大桥	2
1917	30	大董村	2
1917	29	紫草坞路口	2
1917	27	苏园	2
1917	28	阎村	2
1917	26	良乡西路	2
1917	25	苏庄东街北口	2
1917	24	良乡西门	2
1917	23	拱辰南街	2
1917	22	拱辰北街	2
1917	21	良乡北关	2
1917	19	贺照云	2
1917	20	良乡北关北站	2
1917	17	庄户村	2
1917	18	山坡村	2
1917	53	天桥汽车站	1
1917	52	广安门内	1
1917	51	六里桥东	1
1917	5	燕化机械厂	1
1917	1	燕化东岭	1
1918	4	顺义医院	1
1918	2	顺义电视台	1
1918	3	东风小学	1
1918	13	马卷	2
1918	11	毛家营	2
1918	6	顺义西单商场	1
1918	12	姚店	2
1918	6	西陈各庄	2
1918	7	小官庄	2
1918	4	小高丽营	2
1918	5	赵全营	2
1918	2	中滩营	2
1918	30	刘各庄	1
1918	29	中滩营	1
1918	26	赵全营	1
1918	25	西陈各庄	1
1918	23	大官庄	1
1918	20	毛家营	1
1918	19	姚店	1
1918	16	衙门村	1
1918	14	南卷	1
1918	25	顺义西单商场	2
1918	23	顺义党校	2
1918	22	顺义西门	2
1918	26	国泰商场	2
1918	24	顺义影剧院	2
1918	21	前进花园	2
1918	20	顺义二中	2
1918	19	东海洪	2
1918	15	衙门村	2
1918	14	庙卷	2
1918	10	石家营	2
1918	8	大官庄	2
1918	9	赵全营镇马家堡	2
1918	3	赵全营镇豹房	2
1918	1	刘各庄	2
1918	28	赵全营镇豹房	1
1918	27	小高丽营	1
1918	24	小官庄	1
1918	22	赵全营镇马家堡	1
1918	21	石家营	1
1918	17	庙卷	1
1918	18	马卷	1
1918	15	高炮二团	1
1918	16	高炮二团	2
1918	17	南卷	2
1918	18	西海洪	2
1918	8	顺义党校	1
1918	13	西海洪	1
1918	12	东海洪	1
1918	10	前进花园	1
1918	11	顺义二中	1
1918	9	顺义西门	1
1918	7	顺义影剧院	1
1918	5	国泰商场	1
1918	1	裕龙小区	1
1918	27	顺义医院	2
1918	28	东风小学	2
1918	29	顺义电视台	2
1918	30	裕龙小区	2
1919	13	衙门村	2
1919	12	庙卷	2
1919	11	马卷	2
1919	10	姚店	2
1919	8	石家营	2
1919	6	大官庄	2
1919	7	赵全营镇马家堡	2
1919	4	西陈各庄	2
1919	2	小高丽营	2
1919	27	小高丽营	1
1919	25	西陈各庄	1
1919	22	赵全营镇马家堡	1
1919	19	姚店	1
1919	18	马卷	1
1919	17	庙卷	1
1919	15	高炮二团	1
1919	14	南卷	1
1919	13	西海洪	1
1919	10	前进花园	1
1919	8	顺义党校	1
1919	7	顺义影剧院	1
1919	6	顺义西单商场	1
1919	1	裕龙小区	1
1919	2	顺义电视台	1
1919	3	东风小学	1
1919	4	顺义医院	1
1919	9	毛家营	2
1919	5	小官庄	2
1919	3	赵全营	2
1919	1	赵全营镇豹房	2
1919	28	赵全营镇豹房	1
1919	26	赵全营	1
1919	24	小官庄	1
1919	23	大官庄	1
1919	21	石家营	1
1919	20	毛家营	1
1919	16	衙门村	1
1919	12	东海洪	1
1919	11	顺义二中	1
1919	9	顺义西门	1
1919	5	国泰商场	1
1919	14	高炮二团	2
1919	15	南卷	2
1919	16	西海洪	2
1919	17	东海洪	2
1919	18	顺义二中	2
1919	19	前进花园	2
1919	20	顺义西门	2
1919	21	顺义党校	2
1919	22	顺义影剧院	2
1919	23	顺义西单商场	2
1919	24	国泰商场	2
1919	25	顺义医院	2
1919	26	东风小学	2
1919	27	顺义电视台	2
1919	28	裕龙小区	2
1920	18	国泰商场	1
1920	16	顺义影剧院	1
1920	24	林河路口	1
1920	1	牛栏山一中	1
1920	2	牛栏山税务所	1
1920	3	牛栏山小区	1
1920	4	龙湖别墅	1
1920	5	乔波滑雪场	1
1920	6	西丰乐	1
1920	7	花园北	1
1920	8	马坡花园	1
1920	20	东风小学	1
1920	29	葛代子	1
1920	25	燕京啤酒厂	1
1920	9	乡村赛马场	1
1920	10	大营	1
1920	28	柳各庄桥	1
1920	27	九龙加油站	1
1920	19	顺义医院	1
1920	26	河南村	1
1920	22	顺义西单大卖场	1
1920	17	顺义西单商场	1
1920	21	五里仓	1
1920	11	龙苑别墅	1
1920	15	胜利小区	1
1920	23	平各庄	1
1920	14	双兴南区	1
1920	12	牛栏山一中分校	1
1920	13	双兴桥	1
1920	30	李遂骨伤医院	1
1920	31	柳各庄	1
1920	32	李遂镇政府	1
1920	33	李遂	1
1920	34	西营	1
1920	35	东营	1
1920	36	崇国庄西	1
1920	37	崇国庄	1
1920	38	李遂镇陈庄	1
1920	39	李遂镇赵庄	1
1920	1	李遂镇赵庄	2
1920	2	李遂镇陈庄	2
1920	3	崇国庄	2
1920	4	崇国庄西	2
1920	5	东营	2
1920	6	西营	2
1920	7	李遂	2
1920	8	李遂镇政府	2
1920	9	柳各庄	2
1920	10	李遂骨伤医院	2
1920	11	葛代子	2
1920	12	柳各庄桥	2
1920	13	九龙加油站	2
1920	14	河南村	2
1920	15	燕京啤酒厂	2
1920	16	林河路口	2
1920	17	平各庄	2
1920	18	顺义西单大卖场	2
1920	19	五里仓	2
1920	20	东风小学	2
1920	21	顺义医院	2
1920	22	国泰商场	2
1920	23	顺义西单商场	2
1920	24	顺义影剧院	2
1920	25	胜利小区	2
1920	26	双兴南区	2
1920	27	双兴桥	2
1920	28	牛栏山一中分校	2
1920	29	龙苑别墅	2
1920	30	大营	2
1920	31	乡村赛马场	2
1920	32	马坡花园	2
1920	33	花园北	2
1920	34	西丰乐	2
1920	35	乔波滑雪场	2
1920	36	龙湖别墅	2
1920	37	牛栏山小区	2
1920	38	牛栏山税务所	2
1920	39	牛栏山一中	2
1921	20	顺义交通局	2
1921	19	社教中心	2
1921	18	供销大厦	2
1921	16	华英园	2
1921	14	南法信村委会	2
1921	11	物流园	2
1921	9	枯柳树	2
1921	7	火神营	2
1921	6	顺义铁匠营	2
1921	5	万科花园	2
1921	3	后沙峪东庄	2
1921	45	吉祥庄	1
1921	43	后沙峪东庄	1
1921	42	火沙路口	1
1921	41	万科花园	1
1921	40	顺义铁匠营	1
1921	38	地铁后沙峪站	1
1921	37	枯柳树	1
1921	34	顺义检测场	1
1921	32	南法信村委会	1
1921	29	石门市场	1
1921	28	供销大厦	1
1921	27	社教中心	1
1921	26	顺义交通局	1
1921	24	顺义中医院	1
1921	23	东风小学	1
1921	20	潮白陵园	1
1921	19	南彩工业园	1
1921	17	南彩派出所	1
1921	15	河北村	1
1921	13	顺义南彩	1
1921	11	太平村	1
1921	9	魏辛庄	1
1921	7	前营	1
1921	5	沟北	1
1921	4	李遂骨伤医院	1
1921	3	李遂镇政府	1
1921	1	太平辛庄	1
1921	17	石门市场	2
1921	15	南法信医院	2
1921	13	南法信	2
1921	12	顺义检测场	2
1921	10	回民营	2
1921	8	地铁后沙峪站	2
1921	4	火沙路口	2
1921	2	蓝星集团	2
1921	1	吉祥庄	2
1921	44	蓝星集团	1
1921	39	火神营	1
1921	36	回民营	1
1921	35	物流园	1
1921	33	南法信	1
1921	31	南法信医院	1
1921	30	华英园	1
1921	25	隆华购物中心	1
1921	22	顺义电视台	1
1921	21	顺义东大桥环岛	1
1921	18	俸伯车站	1
1921	16	俸伯小学	1
1921	14	前薛各庄	1
1921	12	南彩加油站	1
1921	10	宣庄户	1
1921	8	后营	1
1921	6	葛代子	1
1921	2	李遂环岛	1
1921	21	隆华购物中心	2
1921	22	顺义中医院	2
1921	23	东风小学	2
1921	24	顺义电视台	2
1921	25	顺义东大桥环岛	2
1921	26	潮白陵园	2
1921	27	南彩工业园	2
1921	28	俸伯车站	2
1921	29	南彩派出所	2
1921	30	俸伯小学	2
1921	31	河北村	2
1921	32	前薛各庄	2
1921	33	顺义南彩	2
1921	34	南彩加油站	2
1921	35	太平村	2
1921	36	宣庄户	2
1921	37	魏辛庄	2
1921	38	后营	2
1921	39	前营	2
1921	40	葛代子	2
1921	41	沟北	2
1921	42	李遂骨伤医院	2
1921	43	李遂镇政府	2
1921	44	李遂环岛	2
1921	45	太平辛庄	2
1922	3	南彩镇大兴庄	1
1922	2	南彩镇水屯	1
1922	1	汉石桥	1
1922	4	南彩加油站	1
1922	5	顺义南彩	1
1922	6	前薛各庄	1
1922	7	河北村	1
1922	8	俸伯小学	1
1922	9	南彩派出所	1
1922	10	俸伯车站	1
1922	11	南彩工业园	1
1922	12	潮白陵园	1
1922	13	顺义东大桥环岛	1
1922	14	顺义电视台	1
1922	15	东风小学	1
1922	16	顺义中医院	1
1922	17	隆华购物中心	1
1922	18	顺义交通局	1
1922	19	社教中心	1
1922	20	供销大厦	1
1922	21	石门市场	1
1922	22	华英园	1
1922	23	南法信医院	1
1922	24	南法信村委会	1
1922	25	南法信	1
1922	26	顺义检测场	1
1922	27	物流园	1
1922	28	回民营	1
1922	29	枯柳树	1
1922	30	地铁后沙峪站	1
1922	31	火神营	1
1922	32	顺义铁匠营	1
1922	33	万科花园	1
1922	34	火沙路口	1
1922	35	后沙峪东庄	1
1922	36	蓝星集团	1
1922	37	吉祥庄	1
1922	1	吉祥庄	2
1922	2	蓝星集团	2
1922	3	后沙峪东庄	2
1922	4	火沙路口	2
1922	5	万科花园	2
1922	6	顺义铁匠营	2
1922	7	火神营	2
1922	8	地铁后沙峪站	2
1922	9	枯柳树	2
1922	10	回民营	2
1922	11	物流园	2
1922	12	顺义检测场	2
1922	13	南法信	2
1922	14	南法信村委会	2
1922	15	南法信医院	2
1922	16	华英园	2
1922	17	石门市场	2
1922	18	供销大厦	2
1922	19	社教中心	2
1922	20	顺义交通局	2
1922	21	隆华购物中心	2
1922	22	顺义中医院	2
1922	23	东风小学	2
1922	24	顺义电视台	2
1922	25	顺义东大桥环岛	2
1922	26	潮白陵园	2
1922	27	南彩工业园	2
1922	28	俸伯车站	2
1922	29	南彩派出所	2
1922	30	俸伯小学	2
1922	31	河北村	2
1922	32	前薛各庄	2
1922	33	顺义南彩	2
1922	34	南彩加油站	2
1922	35	南彩镇大兴庄	2
1922	36	南彩镇水屯	2
1922	37	汉石桥	2
1923	1	史家口	1
1923	2	牛栏山酒厂	1
1923	3	牛栏山税务局	1
1923	4	牛栏山小区	1
1923	5	龙湖别墅	1
1923	6	乔波滑雪场	1
1923	7	西丰乐	1
1923	8	马坡花园北	1
1923	9	马坡花园	1
1923	10	乡村赛马场	1
1923	11	大营	1
1923	12	龙苑别墅	1
1923	13	牛栏山一中分校	1
1923	14	双兴桥	1
1923	15	双兴南区	1
1923	16	胜利小区	1
1923	17	顺义影剧院	1
1923	18	顺义西单商场	1
1923	19	隆华购物中心	1
1923	20	顺义中医院	1
1923	21	东风小学	1
1923	22	五里仓	1
1923	23	顺义西单大卖场	1
1923	24	平各庄	1
1923	25	陶家坟	1
1923	26	山子坟	1
1923	27	窖坡	1
1923	28	后桥	1
1923	29	李桥中学	1
1923	30	李桥	1
1923	31	李天路口	1
1923	32	馨港庄园	1
1923	33	英各庄	1
1923	34	通顺物流	1
1923	35	张辛	1
1923	36	首钢公寓	1
1923	37	临清	1
1923	1	临清	2
1923	2	首钢公寓	2
1923	3	张辛	2
1923	4	通顺物流	2
1923	5	英各庄	2
1923	6	馨港庄园	2
1923	7	李天路口	2
1923	8	李桥	2
1923	9	李桥中学	2
1923	10	后桥	2
1923	11	窖坡	2
1923	12	山子坟	2
1923	13	陶家坟	2
1923	14	平各庄	2
1923	15	顺义西单大卖场	2
1923	16	五里仓	2
1923	17	东风小学	2
1923	18	顺义中医院	2
1923	19	隆华购物中心	2
1923	20	顺义西单商场	2
1923	21	顺义影剧院	2
1923	22	胜利小区	2
1923	23	双兴南区	2
1923	24	双兴桥	2
1923	25	牛栏山一中分校	2
1923	26	龙苑别墅	2
1923	27	大营	2
1923	28	乡村赛马场	2
1923	29	马坡花园	2
1923	30	马坡花园北	2
1923	31	西丰乐	2
1923	32	乔波滑雪场	2
1923	33	龙湖别墅	2
1923	34	牛栏山小区	2
1923	35	牛栏山税务局	2
1923	36	牛栏山酒厂	2
1923	37	史家口	2
1924	1	唐洞	1
1924	2	焦庄户西	1
1924	3	龙湾屯	1
1924	4	史中坞	1
1924	5	山丁路口	1
1924	6	王泮庄东	1
1924	7	王泮庄	1
1924	8	王泮庄西	1
1924	9	木林中学	1
1924	10	木林	1
1924	11	木林开发区	1
1924	12	东沿头	1
1924	13	东沿头南	1
1924	14	魏家店北	1
1924	15	魏家店	1
1924	16	北府路口	1
1924	17	上辇	1
1924	18	北小营小区	1
1924	19	北小营	1
1924	20	后礼务	1
1924	21	后鲁	1
1924	22	前礼务	1
1924	23	前鲁	1
1924	24	马辛庄	1
1924	25	白马路口	1
1924	26	桥头	1
1924	27	黄家场	1
1924	28	柳行	1
1924	29	前郝家疃	1
1924	30	北彩	1
1924	31	银杏园	1
1924	32	顺义农机驾校	1
1924	33	后俸伯村	1
1924	34	南彩工业园	1
1924	35	潮白陵园	1
1924	36	顺义东大桥环岛	1
1924	37	顺义电视台	1
1924	38	东风小学	1
1924	39	建新南区	1
1924	40	怡园	1
1924	41	怡馨家园	1
1924	42	梅沟营	1
1924	43	南法信	1
1924	44	顺义检测场	1
1924	45	物流园	1
1924	46	回民营	1
1924	47	枯柳树	1
1924	48	地铁后沙峪站	1
1924	49	火神营	1
1924	50	顺义铁匠营	1
1924	51	空港B区	1
1924	52	空港A区	1
1924	53	花梨坎	1
1924	54	国际展览中心新馆	1
1924	55	顺义马连店	1
1924	1	顺义马连店	2
1924	2	国际展览中心新馆	2
1924	3	花梨坎	2
1924	4	空港A区	2
1924	5	空港B区	2
1924	6	顺义铁匠营	2
1924	7	火神营	2
1924	8	地铁后沙峪站	2
1924	9	枯柳树	2
1924	10	回民营	2
1924	11	物流园	2
1924	12	顺义检测场	2
1924	13	南法信	2
1924	14	梅沟营	2
1924	15	怡馨家园	2
1924	16	怡园	2
1924	17	建新南区	2
1924	18	东风小学	2
1924	19	顺义电视台	2
1924	20	顺义东大桥环岛	2
1924	21	潮白陵园	2
1924	22	南彩工业园	2
1924	23	后俸伯村	2
1924	24	顺义农机驾校	2
1924	25	银杏园	2
1924	26	北彩	2
